year,utility_id_irp,target_type,net_generation_mwh,net_generation_mwh_1point5c,emissions_co2_historical,emissions_co2_irp,emissions_co2_1point5c,emissions_co2_target,emissions_co2_target_all_years,ticker,parent_name,fraction_owned_utility,utility_name_irp
2029,13780,Utility/Parent,6108092.0,8217365.9536105255,,1.4457757444771493,0.8659654942628918,0.0,0.8785234302508561,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2030,13780,Utility/Parent,6108092.0,9029270.618033107,,1.3981487296630004,0.753355935528668,0.7520781826104774,0.7520781826104774,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2031,13780,Utility/Parent,6108092.0,10014228.264296178,,1.3520906528731418,0.6484133343543449,0.0,0.7144742734799535,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2032,13780,Utility/Parent,6108092.0,11130871.799112722,,1.3075498298579173,0.5514093780439395,0.0,0.6768703643494296,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2033,13780,Utility/Parent,6108092.0,12303461.586639605,,1.2644762789598822,0.4628307743931891,0.0,0.6392664552189058,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2034,13780,Utility/Parent,6108092.0,13437970.632226745,,1.222821665026695,0.3831486521358604,0.0,0.6016625460883819,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2035,13780,Utility/Parent,6108092.0,14448612.256106341,,1.1825392451716359,0.31265980437036794,0.0,0.5640586369578581,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2036,13780,Utility/Parent,6108092.0,15280315.59655478,,1.1435838163208984,0.2514025773840858,0.0,0.5264547278273342,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2037,13780,Utility/Parent,6108092.0,15915857.469568666,,1.1059116644887803,0.1991354563190975,0.0,0.4888508186968103,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2038,13780,Utility/Parent,6108092.0,16368229.15922268,,1.0694805157238694,0.15536088646334406,0.0,0.45124690956628644,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2039,13780,Utility/Parent,6108092.0,16666866.510371376,,1.0342494886711606,0.11937706668138272,0.0,0.4136430004357626,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2040,13780,Utility/Parent,6108092.0,16845614.080161236,,1.0001790486968887,0.09034298333812174,0.0,0.3760390913052387,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2041,13780,Utility/Parent,6108092.0,16935494.674433317,,0.967230963524582,0.06734526839557202,0.0,0.3384351821747148,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2042,13780,Utility/Parent,6108092.0,16961768.77394242,,0.9353682603325678,0.04945876582239005,0.0,0.30083127304419094,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2043,13780,Utility/Parent,6108092.0,16943607.950961795,,0.9045551842647752,0.035795845219753306,0.0,0.2632273639136671,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2044,13780,Utility/Parent,6108092.0,16894942.252539735,,0.8747571583082853,0.025542220729657485,0.0,0.22562345478314322,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2045,13780,Utility/Parent,6108092.0,16825620.711903688,,0.8459407444926017,0.017979218731279563,0.0,0.18801954565261936,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2046,13780,Utility/Parent,6108092.0,16742488.630607914,,0.8180736063671025,0.012493972098820031,0.0,0.15041563652209547,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2047,13780,Utility/Parent,6108092.0,16650252.23803088,,0.7911244727145659,0.00857987810312394,0.0,0.11281172739157161,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2048,13780,Utility/Parent,6108092.0,16552124.0229,,0.7650631024600534,0.0058300465530968515,0.0,0.07520781826104773,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2049,13780,Utility/Parent,6108092.0,16450285.89116881,,0.7398602507357696,0.003926317590267936,0.0,0.03760390913052387,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2050,13780,Utility/Parent,6108092.0,16346213.950423311,,0.7154876360638202,0.002626108910733882,0.0,0.0,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Wisconsin)
2005,13781,Utility/Parent,36891532.05552172,36891532.05552172,21.22264811129866,,21.22264811129866,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2006,13781,Utility/Parent,37876693.98656633,37876693.98656633,20.923741420404088,,21.146002791550195,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2007,13781,Utility/Parent,38472296.39715119,38472296.39715119,23.59663571784923,,21.57832889820218,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2008,13781,Utility/Parent,37811363.796615444,37811363.796615444,21.3777356804854,,20.8958895278172,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2009,13781,Utility/Parent,37282786.55051887,37282786.55051887,18.777908215245613,,19.60848834184586,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2010,13781,Utility/Parent,37580863.76980077,37580863.76980077,18.030519993554783,,20.02538299728165,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2011,13781,Utility/Parent,37767215.49945445,37767215.49945445,18.714382290588404,,19.316962594424485,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2012,13781,Utility/Parent,37035733.44938621,37035733.44938621,16.48456051396813,,17.930956233205976,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2013,13781,Utility/Parent,37214433.719456695,37214433.719456695,16.844211696650536,,18.160052541474606,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2014,13781,Utility/Parent,36939850.92628154,36939850.92628154,16.82860940784249,,17.904158122623688,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2015,13781,Utility/Parent,36418051.02873088,36418051.02873088,15.475307895029745,,16.53901486031588,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2016,13781,Utility/Parent,36241451.12683688,36241451.12683688,13.242946510367629,,15.68255818920033,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2017,13781,Utility/Parent,36097411.6744362,36097411.6744362,13.091502487034383,,15.18369609778996,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2018,13781,Utility/Parent,36386296.277165286,36386296.277165286,12.86045842050942,,14.900875623023351,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2019,13781,Utility/Parent,34890626.624415405,34890626.624415405,11.188488181058673,,13.236531238901499,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2020,13781,Utility/Parent,32805306.54992459,32805306.54992459,8.797220271655512,,11.578059994161999,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2021,13781,Utility/Parent,34683974.23296335,34683974.23296335,10.255437663286514,,12.722443456019036,0.0,,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2022,13781,Utility/Parent,34810401.286377676,35439026.69287581,,10.36716907676071,11.139383596202828,0.0,9.511584452955178,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2023,13781,Utility/Parent,34937289.18086308,35786040.472519174,,10.238115276873465,9.838807309407734,0.0,8.767731242623842,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2024,13781,Utility/Parent,35064639.596238,36335844.75740535,,8.970149374834909,8.738190002526323,0.0,8.023878032292505,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2025,13781,Utility/Parent,35192454.218443975,37202182.600519694,,8.629730773113462,7.781628467686938,0.0,7.280024821961168,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2026,13781,Utility/Parent,35320734.73956798,38509065.64175407,,8.190897036158264,6.929869468816086,0.0,6.536171611629831,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2027,13781,Utility/Parent,35449482.85786489,40408850.95257731,,6.643690859563206,6.156095327102473,0.0,5.792318401298493,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2028,13781,Utility/Parent,35578700.27777988,43072612.83964697,,6.422859171260795,5.442343334905835,0.0,5.048465190967157,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2029,13781,Utility/Parent,35708388.709971026,46661201.0752061,,5.2969858260937634,4.777560708865636,0.0,4.30461198063582,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2030,13781,Utility/Parent,35838549.87133196,51271491.892773286,,3.9437733943114317,4.156289992173548,3.5607587703044823,3.5607587703044823,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2031,13781,Utility/Parent,35969185.48501456,56864440.660334185,,3.7569752962233776,3.5773181377772394,0.0,3.3827208317892588,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2032,13781,Utility/Parent,36100297.28045183,63205149.93402918,,3.164002219731855,3.0421440536555697,0.0,3.2046828932740348,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2033,13781,Utility/Parent,36231886.99338072,69863542.4363717,,3.1767968785943497,2.553452923060089,0.0,3.0266449547588103,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2034,13781,Utility/Parent,36363956.365865156,76305698.59646362,,3.072075077185181,2.113843979034345,0.0,2.848607016243586,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2035,13781,Utility/Parent,36496507.14631909,82044490.35686935,,3.0450375974427555,1.7249546390678818,0.0,2.670569077728362,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2036,13781,Utility/Parent,36629541.089529626,86767205.27825285,,3.0099146143388076,1.3869964609157175,0.0,2.492531139213138,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2037,13781,Utility/Parent,36763059.9566803,90376043.83988273,,2.990905890130919,1.0986369989972449,0.0,2.3144932006979135,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2038,13781,Utility/Parent,36897065.51537432,92944775.29115783,,2.9638663793722744,0.8571312272593565,0.0,2.1364552621826896,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2039,13781,Utility/Parent,37031559.53965803,94640547.09555139,,2.936877981317889,0.6586072852730372,0.0,1.9584173236674658,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2040,13781,Utility/Parent,37166543.8100444,95655540.9929577,,3.2972233120857233,0.4984252725742919,0.0,1.7803793851522411,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2041,13781,Utility/Parent,37302020.11353654,96165915.79015726,,3.2629078269245255,0.37154610702885477,0.0,1.6023414466370174,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2042,13781,Utility/Parent,37437990.24365139,96315109.71034838,,3.2236950301898784,0.2728656717473123,0.0,1.4243035081217932,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2043,13781,Utility/Parent,37574456.0004435,96211985.93351112,,3.1850288593770166,0.1974868800148883,0.0,1.2462655696065692,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2044,13781,Utility/Parent,37711419.19052878,95935644.34761165,,3.1426780670920786,0.14091728941123255,0.0,1.0682276310913448,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2045,13781,Utility/Parent,37848881.62710848,95542011.35563807,,3.1093506839381146,0.09919195343895025,0.0,0.8901896925761206,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2046,13781,Utility/Parent,37986845.1299932,95069957.0765612,,3.0723438460691375,0.0689296635864166,0.0,0.7121517540608966,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2047,13781,Utility/Parent,38125311.52562693,94546205.19733551,,3.0358940655940234,0.04733547558639496,0.0,0.5341138155456726,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2048,13781,Utility/Parent,38264282.64711124,93988997.40067394,,2.9968120215201353,0.032164562592233326,0.0,0.3560758770304485,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2049,13781,Utility/Parent,38403760.33422962,93410723.34440601,,2.9646683400335743,0.02166162598171311,0.0,0.17803793851522406,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2050,13781,Utility/Parent,38543746.43347174,92819764.90579845,,2.9298922052573912,0.014488331038875396,0.0,0.0,XEL,"Xcel Energy, Inc.",1.0,Northern States Power Co. (Minnesota)
2005,15466,Utility/Parent,27539661.10799106,27539661.10799106,23.331215901488406,,23.331215901488406,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2006,15466,Utility/Parent,28409544.790747352,28409544.790747352,23.943443045592584,,23.357501960225342,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2007,15466,Utility/Parent,29481923.715898737,29481923.715898737,24.934974751965946,,24.351819468061365,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2008,15466,Utility/Parent,29906480.789138395,29906480.789138395,23.59769150694904,,24.339392345616826,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2009,15466,Utility/Parent,29216063.46400696,29216063.46400696,22.969122751730012,,22.628895039060897,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2010,15466,Utility/Parent,32318770.856962122,32318770.856962122,25.034377964363394,,25.36149248173169,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2011,15466,Utility/Parent,30019213.709565166,30019213.709565166,22.15186401651644,,22.61148493006584,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2012,15466,Utility/Parent,30549949.74792282,30549949.74792282,22.273252806766596,,21.782057486418044,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2013,15466,Utility/Parent,30677707.50355139,30677707.50355139,21.3943241299498,,22.046237777697655,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2014,15466,Utility/Parent,30308319.24982689,30308319.24982689,20.213400526542102,,21.633486572706076,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2015,15466,Utility/Parent,30301358.52455695,30301358.52455695,20.82343949326054,,20.26566859073566,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2016,15466,Utility/Parent,29988414.100324452,29988414.100324452,18.105491747870975,,19.110441790843204,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2017,15466,Utility/Parent,30212884.091202684,30212884.091202684,18.006090785233134,,18.71541767784125,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2018,15466,Utility/Parent,30623444.998158403,30623444.998158403,17.754704594540694,,18.46859605180134,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2019,15466,Utility/Parent,30975904.188675195,30975904.188675195,16.808708029332045,,17.305944670987472,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2020,15466,Utility/Parent,29740931.377922773,29740931.377922773,14.18101632673072,,15.457959286306844,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2021,15466,Utility/Parent,32252690.727885235,32252690.727885235,14.685426054532424,,17.422622450241168,0.0,,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2022,15466,Utility/Parent,31951964.881249,32954815.383765675,,16.960063970999464,15.254717020041687,0.0,13.741840738508131,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2023,15466,Utility/Parent,32635159.808912635,33277504.128659133,,16.860631440128607,13.473655882619438,0.0,12.798255422483836,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2024,15466,Utility/Parent,33332962.768067285,33788768.13324505,,16.7893393132764,11.966426562537537,0.0,11.85467010645954,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2025,15466,Utility/Parent,34045686.10673459,34594377.26938824,,16.654052747683377,10.65647297307629,0.0,10.911084790435247,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2026,15466,Utility/Parent,34773648.85154216,35809650.186595954,,14.377981295984348,9.490040164219797,0.0,9.967499474410952,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2027,15466,Utility/Parent,35517176.85052514,37576264.00275799,,13.134271952832094,8.43040293498474,0.0,9.023914158386656,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2028,15466,Utility/Parent,36276602.918981135,40053301.02681201,,11.709566605451442,7.452962435749017,0.0,8.080328842362363,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2029,15466,Utility/Parent,37052266.98844373,43390335.754545614,,11.566234374187454,6.542582543315804,0.0,7.136743526338067,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2030,15466,Utility/Parent,37844516.258841455,47677453.57172141,,11.542508932448087,5.691789598254921,6.193158210313772,6.193158210313772,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2031,15466,Utility/Parent,38653705.35391014,52878346.804008774,,7.143135726390922,4.898922405460239,0.0,5.883500299798085,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2032,15466,Utility/Parent,39480196.479928285,58774583.891094334,,7.1801051724201965,4.166033629413516,0.0,5.573842389282396,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2033,15466,Utility/Parent,40324359.587846555,64966235.190351315,,7.202860347853466,3.496800467357807,0.0,5.2641844787667065,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2034,15466,Utility/Parent,41186572.538883835,70956807.9216249,,7.22935584334704,2.8947824128868183,0.0,4.954526568251018,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2035,15466,Utility/Parent,42067221.2736641,76293320.81824078,,7.25372585000723,2.362221810940997,0.0,4.64486865773533,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2036,15466,Utility/Parent,42966699.984969795,80684982.01404998,,7.2829491185188076,1.8994083771637924,0.0,4.335210747219641,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2037,15466,Utility/Parent,43885411.29418894,84040847.55683121,,7.296427922774264,1.5045174073333558,0.0,4.025552836703953,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2038,15466,Utility/Parent,44823766.43153503,86429515.60578361,,7.3149218503044136,1.1737897530828911,0.0,3.7158949261882634,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2039,15466,Utility/Parent,45782185.42012047,88006416.89122492,,7.331614210833459,0.9019231340235746,0.0,3.406237015672575,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2040,15466,Utility/Parent,46761097.26396571,88950261.56265315,,7.354293657761598,0.682563485052241,0.0,3.0965791051568865,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2041,15466,Utility/Parent,47760940.14002856,89424860.01491877,,7.359887499198889,0.508810085735385,0.0,2.786921194641198,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2042,15466,Utility/Parent,48782161.59433927,89563595.7126818,,7.371608609265254,0.3736731544470499,0.0,2.4772632841255096,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2043,15466,Utility/Parent,49825218.74232951,89467700.72502314,,7.38180869061301,0.27044642495523535,0.0,2.167605373609821,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2044,15466,Utility/Parent,50890578.47344472,89210730.18164179,,7.3989847719112,0.1929777670940822,0.0,1.8579474630941317,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2045,15466,Utility/Parent,51978717.660131454,88844690.14640413,,7.397899588287942,0.13583742469306248,0.0,1.5482895525784435,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2046,15466,Utility/Parent,53090123.37129327,88405726.01364417,,7.403911692765455,0.09439503570519749,0.0,1.2386316420627548,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2047,15466,Utility/Parent,54225293.09031075,87918688.18847014,,7.408645496650007,0.06482309176655802,0.0,0.9289737315470661,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2048,15466,Utility/Parent,55384734.93772323,87400539.6448176,,7.421217606284964,0.044047437291341106,0.0,0.6193158210313777,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2049,15466,Utility/Parent,56568967.89867182,86862801.5480385,,7.414497651921666,0.02966429620555097,0.0,0.3096579105156887,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2050,15466,Utility/Parent,57778522.05520571,86313268.22104943,,7.415720830035944,0.019840899470063143,0.0,0.0,XEL,"Xcel Energy, Inc.",1.0,Public Service Co. Of Colorado
2005,17718,Utility/Parent,17937079.74961749,17937079.74961749,13.846218279923697,,13.846218279923699,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2006,17718,Utility/Parent,18228728.58645499,18228728.58645499,13.8026410900917,,13.655863010136525,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2007,17718,Utility/Parent,17995767.23795201,17995767.23795201,14.51312800590288,,13.543989814250162,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2008,17718,Utility/Parent,19070639.558041498,19070639.558041498,15.333911356083947,,14.14198370059527,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2009,17718,Utility/Parent,18700433.304104306,18700433.304104306,14.32882116161696,,13.1975699426349,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2010,17718,Utility/Parent,19686440.98840544,19686440.98840544,13.94250765369875,,14.076277998818208,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2011,17718,Utility/Parent,19686476.327638716,19686476.327638716,13.75298735762218,,13.511339737139698,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2012,17718,Utility/Parent,19584591.80448436,19584591.80448436,13.909215680399962,,12.723411627684676,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2013,17718,Utility/Parent,19933529.49837364,19933529.49837364,14.62868705168123,,13.052582348924801,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2014,17718,Utility/Parent,19851643.60306256,19851643.60306256,15.002297600867847,,12.911056712387078,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2015,17718,Utility/Parent,19677564.330416434,19677564.330416434,13.733487229620591,,11.991425980614151,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2016,17718,Utility/Parent,19767510.46400732,19767510.46400732,11.712200992476232,,11.47809616788506,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2017,17718,Utility/Parent,19746215.835942976,19746215.835942976,11.745933968895724,,11.145302822642204,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2018,17718,Utility/Parent,20723216.973737665,20723216.973737665,11.669751837822165,,11.387743205140973,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2019,17718,Utility/Parent,20531887.265724003,20531887.265724003,10.915202984124281,,10.45203471474222,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2020,17718,Utility/Parent,19361622.46925198,19361622.46925198,9.669724329270208,,9.169380515646177,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2021,17718,Utility/Parent,20997442.448007885,20997442.448007885,9.901216075172428,,10.33509866142993,0.0,,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2022,17718,Utility/Parent,21455370.4944742,21454546.079378102,,10.682846710047434,9.049097281686368,0.0,9.153258682887113,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2023,17718,Utility/Parent,21923285.38082635,21664625.86486596,,10.634791972028053,7.9925719147464,0.0,8.405301290601798,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2024,17718,Utility/Parent,22401404.90759366,21997473.644997038,,9.181548853355173,7.098483566512074,0.0,7.657343898316482,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2025,17718,Utility/Parent,22889951.625263482,22521948.691574495,,9.143798764783535,6.321419170630108,0.0,6.909386506031167,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2026,17718,Utility/Parent,23389152.937871903,23313126.809176616,,9.042111854273147,5.629491293762532,0.0,6.16142911374585,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2027,17718,Utility/Parent,23899241.20885357,24463243.934153315,,8.66303013038645,5.000914548743475,0.0,5.413471721460535,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2028,17718,Utility/Parent,24420453.869200014,26075867.289921604,,6.199007873882606,4.421096899355184,0.0,4.66551432917522,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2029,17718,Utility/Parent,24953033.527976714,28248374.236202803,,5.767187968136454,3.8810595981652587,0.0,3.9175569368899046,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2030,17718,Utility/Parent,25497228.08525047,31039412.986844134,,5.323616582368457,3.3763692708184103,3.169599544604589,3.169599544604589,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2031,17718,Utility/Parent,26053290.84747952,34425346.186791696,,5.234371221876922,2.906040496470746,0.0,3.01111956737436,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2032,17718,Utility/Parent,26621480.645420212,38263968.518814616,,5.398836054232621,2.4712909155778497,0.0,2.8526395901441304,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2033,17718,Utility/Parent,27202061.954605065,42294914.11994791,,5.653003841822822,2.074301841338298,0.0,2.694159612913901,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2034,17718,Utility/Parent,27795305.018448286,46194951.70802948,,5.609167065336166,1.7171847651524659,0.0,2.5356796356836715,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2035,17718,Utility/Parent,28401485.974036083,49669177.26536769,,5.45725897473801,1.4012698459134054,0.0,2.377199658453442,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
2036,17718,Utility/Parent,29020886.98066033,52528276.804942735,,5.06903128734831,1.126728942924581,0.0,2.218719681223212,XEL,"Xcel Energy, Inc.",1.0,Southwestern Public Service Co.
