year,utility_id_irp,target_type,net_generation_mwh,net_generation_mwh_1point5c,emissions_co2_historical,emissions_co2_irp,emissions_co2_1point5c,emissions_co2_target,emissions_co2_target_all_years,ticker,parent_name,fraction_owned_utility,utility_name_irp
2016,4226,Utility/Parent,20825446.95476816,20825446.95476816,4.666682360777535,,4.597061175178607,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2017,4226,Utility/Parent,20676953.508853197,20676953.508853197,4.077351715945368,,4.436726062767717,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2018,4226,Utility/Parent,20806233.773900785,20806233.773900785,4.902046100807281,,4.346523532667259,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2019,4226,Utility/Parent,21944441.879075564,21944441.879075564,4.748529454046099,,4.246827125539166,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2020,4226,Utility/Parent,21364374.708086133,21364374.708086133,5.023567346152725,,3.8464182352497898,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2021,4226,Utility/Parent,25401352.82679921,25401352.82679921,6.202561824816077,,4.7530583364304455,0.0,,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2022,4226,Utility/Parent,25401352.82679921,25954327.34489094,,6.012904121583582,4.1616329636410665,0.0,5.876111202457336,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2023,4226,Utility/Parent,25401352.82679921,26208468.33211682,,5.855727821039958,3.675742420406576,0.0,5.549660580098596,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2024,4226,Utility/Parent,25401352.82679921,26611126.128258497,,5.705552475654862,3.2645558206172596,0.0,5.223209957739854,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2025,4226,Utility/Parent,25401352.82679921,27245602.243145045,,5.5567366678983845,2.9071879303063746,0.0,4.896759335381113,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2026,4226,Utility/Parent,25401352.82679921,28202718.54737194,,5.414586382648556,2.5889738840653274,0.0,4.5703087130223725,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2027,4226,Utility/Parent,25401352.82679921,29594056.13317629,,5.277118510857643,2.2998946951893715,0.0,4.243858090663632,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2028,4226,Utility/Parent,25401352.826799206,31544903.953716144,,5.146200335261261,2.0332395618117443,0.0,3.9174074683048907,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2029,4226,Utility/Parent,25401352.82679921,34173062.86391696,,5.015618182578373,1.7848792045000679,0.0,3.59095684594615,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2030,4226,Utility/Parent,25401352.82679921,37549481.69367952,,4.8912923438128555,1.5527747373541443,0.0,3.264506223587409,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2031,4226,Utility/Parent,25401352.826799206,41645565.49401879,,4.771061825035111,1.3364729704325518,0.0,2.938055601228668,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2032,4226,Utility/Parent,25401352.82679921,46289283.43566724,,4.6569862954978,1.136533890273183,0.0,2.611604978869927,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2033,4226,Utility/Parent,25401352.82679921,51165661.675234005,,4.5423516239054695,0.9539606715164074,0.0,2.2851543565111867,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2034,4226,Utility/Parent,25401352.82679921,55883675.836146146,,4.433615339625463,0.7897243781192923,0.0,1.9587037341524454,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2035,4226,Utility/Parent,25401352.82679921,60086570.0410165,,4.328460883760392,0.6444367432662532,0.0,1.6322531117937045,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2036,4226,Utility/Parent,25401352.82679921,63545324.42748584,,4.229116179352357,0.5181768041606858,0.0,1.3058024894349638,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2037,4226,Utility/Parent,25401352.82679921,66188313.98177391,,4.1284294220237605,0.41044676400776503,0.0,0.9793518670762227,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2038,4226,Utility/Parent,25401352.826799206,68069564.77134238,,4.0333279846689605,0.32022109111536434,0.0,0.6529012447174816,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2039,4226,Utility/Parent,25401352.826799214,69311489.86411911,,3.941359261090683,0.24605327259048104,0.0,0.3264506223587411,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2040,4226,Utility/Parent,25401352.82679921,70054836.57323304,,3.8548983235815806,0.18620985859253716,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2041,4226,Utility/Parent,25401352.82679921,70428617.56529857,,3.766410599323515,0.13880826646914943,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2042,4226,Utility/Parent,25401352.82679921,70537882.07405797,,3.683234367711049,0.10194161682130846,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2043,4226,Utility/Parent,25401352.82679921,70462357.75776477,,3.602798042889052,0.07378037596593265,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2044,4226,Utility/Parent,25401352.82679921,70259974.6606894,,3.5276053898306063,0.0526461838481476,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2045,4226,Utility/Parent,25401352.82679921,69971691.36171591,,3.4497870815646694,0.037057750960313454,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2046,4226,Utility/Parent,25401352.82679921,69625975.0024633,,3.377040762545792,0.02575187017095856,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2047,4226,Utility/Parent,25401352.82679921,69242397.09444873,,3.3066907927306604,0.017684360525758242,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2048,4226,Utility/Parent,25401352.82679921,68834317.22027469,,3.2413534887494677,0.012016562926387015,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2049,4226,Utility/Parent,25401352.826799206,68410809.14028408,,3.172866758785369,0.008092704228471893,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2050,4226,Utility/Parent,25401352.82679921,67978011.4538304,,3.109242537872108,0.005412787477763236,0.0,0.0,ED,"Consolidated Edison, Inc.",1.0,"Consolidated Edison Co. Of New York, Inc."
2005,17609,Utility/Parent,78530650.43049899,78530650.43049899,26.01809025111934,,26.01809025111934,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2006,17609,Utility/Parent,82775011.56563622,82775011.56563622,26.631232060919615,,26.614530512653257,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2007,17609,Utility/Parent,83935085.70477833,83935085.70477833,26.52740819703937,,27.112937691980974,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2008,17609,Utility/Parent,85528019.8095243,85528019.8095243,26.995947103416338,,27.221388773083415,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2009,17609,Utility/Parent,85770922.71225981,85770922.71225981,24.356876819165336,,25.980001477441316,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2010,17609,Utility/Parent,78907414.0444708,78907414.0444708,21.533980710306466,,24.215599400232644,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2011,17609,Utility/Parent,78616332.10026157,78616332.10026157,19.212303466510882,,23.157943474456047,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2012,17609,Utility/Parent,79184354.59449375,79184354.59449375,23.946397953798403,,22.079295982734305,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2013,17609,Utility/Parent,78893639.09756632,78893639.09756632,20.903533542991322,,22.172313691896914,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2014,17609,Utility/Parent,82333380.4988391,82333380.4988391,22.690595453757112,,22.982541498871964,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2015,17609,Utility/Parent,78298066.0546548,78298066.0546548,18.40974007884111,,20.47893237679438,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
2016,17609,Utility/Parent,78913193.91749541,78913193.91749541,14.943416583017173,,19.666373801454966,0.0,,EIX,Edison International,1.0,Southern California Edison Co.
